1113650,,ブラウス,blouse
1114910,,ブローチ,brooch
1115670,,プラスチック,plastic
1115820,,プラットホーム,platform
1116300,,プリント,"print,handout"
1117080,,プログラム,program
1118780,,ヘリコプター,helicopter
1119700,,ベテラン,veteran
1121520,,ペンチ,(abbr) pliers (lit: pinchers)
1123520,,ボーナス,bonus
1125110,,ポスター,poster
1126980,,マイナス,minus
1127870,,マスク,mask
1129210,,マフラー,"muffler,scarf"
1129290,,マラソン,marathon
1130040,,マンション,"large apartment,apartment house"
1130640,,ミシン,sewing machine
1131830,,ミリ,"milli-,10^-3"
1132530,,メーター,meter (clock)
1133790,,メニュー,menu
1134480,,モーター,motor
1134990,,モダン,modern
1135270,,モデル,model
1135680,,モノレール,monorail
1139190,,ラッシュアワー,rush hour
1140100,,ランチ,"launch,lunch"
1140270,,ランニング,"(1) running,(2) tank top"
1141620,,リズム,rhythm
1141870,,リットル,litre
1142880,,リボン,ribbon
1144700,,レインコート,raincoat
1144860,,レクリェーション,recreation
1145220,,レジャー,leisure
1145910,,レベル,level
1146140,,レンズ,lens
1146810,,ローマじ,"romanization,Roman letters"
1147560,,ロッカー,locker
1147800,,ロビー,lobby
1149240,,ワンピース,one-piece dress
1153080,圧縮,あっしゅく,"compression,condensation,pressure"
1153720,安易,あんい,easy-going
1154820,案外,あんがい,unexpectedly
1155100,以後,いご,"after this,from now on,hereafter,thereafter"
1155110,以降,いこう,"on and after,hereafter,thereafter"
1155780,偉い,えらい,"great,celebrated,eminent,terrible,awful,famous,remarkable,excellent"
1156320,威張る,いばる,"to be proud,to swagger"
1156520,意義,いぎ,"meaning,significance"
1156740,意地悪,いじわる,"malicious,ill-tempered,unkind"
1156890,慰める,なぐさめる,"to comfort,to console"
1157330,為替,かわせ,"money order,exchange"
1158390,移転,いてん,"moving,transfer,demise"
1158490,緯度,いど,latitude (nav.)
1158780,衣食住,いしょくじゅう,"necessities of life (food, clothing, etc.)"
1160330,井戸,いど,water well
1160630,育児,いくじ,"childcare,nursing,upbringing"
1161170,一応,いちおう,"once,tentatively,in outline,for the time being"
1161830,一休み,ひとやすみ,a rest
1164040,一斉,いっせい,"simultaneous,all at once"
1164650,一旦,いったん,"once,for a moment,one morning,temporarily"
1164690,一段,いちだん,"greater,more,further,still more"
1164910,一通り,ひととおり,"ordinary,usual,in general,briefly"
1164950,一定,いってい,"fixed,settled,definite"
1167270,一流,いちりゅう,"first class,top grade,foremost,top-notch"
1167610,,あふれる,"to flood,to overflow,to brim over"
1169120,引分け,ひきわけ,"a draw (in competition),tie game"
1169140,引返す,ひきかえす,"to repeat,to send back,to bring back"
1169320,引っ繰り返る,ひっくりかえる,"to be overturned,to be upset,to topple over,to be reversed"
1169350,引っ掛かる,ひっかかる,"to be caught in,to be stuck in,to be cheated"
1169390,引っ込む,ひっこむ,"to draw back,to sink,to cave in"
1169720,引力,いんりょく,gravity
1171680,羽根,はね,shuttlecock
1171970,雨戸,あまど,sliding storm door
1172710,運河,うんが,"canal,waterway"
1173710,映る,うつる,"to be reflected,to harmonize with,to come out (photo)"
1174620,英文,えいぶん,sentence in English
1174720,英和,えいわ,English-Japanese (e.g. dictionary)
1175030,液体,えきたい,"liquid,fluid"
1175300,超す,こす,"to cross,to pass,to tide over"
1175860,円周,えんしゅう,circumference
1176260,園芸,えんげい,"horticulture,gardening"
1176320,宴会,えんかい,"party,banquet"
1176510,延長,えんちょう,"extension,elongation,prolongation,lengthening"
1176860,演劇,えんげき,play (theatrical)
1177190,煙い,けむい,smoky
1177320,煙突,えんとつ,chimney
1177680,艶,つや,"gloss,glaze"
1178260,遠足,えんそく,"trip,hike,picnic"
1178960,汚す,よごす,"(1) to disgrace,to dishonour,(2) to pollute,to contaminate,to soil,to make dirty,to stain"
1179200,凹む,へこむ,"to be dented,to be indented,to yield to,to give,to sink,to collapse,to cave in,to be snubbed"
1179330,,おくさん,"(hon) wife,your wife,madam"
1179760,往復,おうふく,"(col) round trip,coming and going,return ticket"
1179840,応援,おうえん,"aid,assistance,help,reinforcement"
1179930,応接,おうせつ,reception
1179980,応対,おうたい,"receiving,dealing with"
1180060,応用,おうよう,"application,put to practical use"
1181390,,なぐる,"to strike,to hit"
1181560,王女,おうじょ,princess
1181720,襖,ふすま,sliding screen
1182680,屋外,おくがい,outdoors
1183050,卸す,おろす,"to sell wholesale,grated (vegetables)"
1183140,恩恵,おんけい,"grace,favor,blessing,benefit"
1183390,温室,おんしつ,greenhouse
1183450,温泉,おんせん,"spa,hot spring,onsen"
1183470,温帯,おんたい,temperate zone
1184360,,くだらない,"good-for-nothing,stupid,trivial,worthless"
1184450,下る,くだる,"to get down,to descend"
1184940,下降,かこう,"downward,descent,fall,drop,subsidence"
1185170,下車,げしゃ,"alighting,getting off"
1185330,下旬,げじゅん,month (last third of)
1185370,下書き,したがき,"rough copy,draft"
1185510,下水,げすい,"drainage,sewage,ditch,gutter,sewerage"
1185640,下線,かせん,"underline,underscore"
1185780,下駄,げた,"geta (Japanese footwear),wooden clogs"
1185940,下町,したまち,"Shitamachi,lower parts of town"
1186230,下品,げひん,"vulgarity,meanness,indecency,coarseness"
1187870,仮定,かてい,"assumption,supposition,hypothesis"
1188100,仮名遣い,かなづかい,"kana orthography,syllabary spelling"
1188330,,なにしろ,"at any rate,anyhow,anyway,in any case"
1188690,,なんとも,"nothing (with neg. verb),quite,not a bit"
1188850,,いつのまにか,"before one knows,unnoticed,unawares"
1189310,何分,なにぶん,"what minute?,how many minutes?"
1190370,加速,かそく,acceleration
1190390,加速度,かそくど,acceleration
1190470,加熱,かねつ,heating
1190730,,かわいがる,"to love,to be affectionate"
1190810,可決,かけつ,"approval,adoption (e.g. motion, bill),passage"
1191780,家屋,かおく,"house,building"
1191990,家主,やぬし,landlord
1192940,果実,かじつ,"fruit,nut,berry."
1193130,架空,かくう,"aerial,overhead,fiction,fanciful"
1193450,歌謡,かよう,"song,ballad"
1193860,火口,かこう,"a burner,origin of a fire"
1193910,火山,かざん,volcano
1194570,花嫁,はなよめ,bride
1194580,花火,はなび,fireworks
1195790,課税,かぜい,taxation
1195850,課程,かてい,"course,curriculum"
1195890,貨物,かもつ,"cargo,freight"
1196120,過失,かしつ,"error,blunder,accident"
1196170,過剰,かじょう,"excess,over-"
1196270,過程,かてい,process
1196380,過半数,かはんすう,majority
1196540,蚊,か,mosquito
1198180,遭う,あう,"to meet,to encounter (undesirable nuance)"
1198900,,ほどく,to unfasten
1199000,解散,かいさん,"breakup,dissolution"
1199080,解説,かいせつ,"explanation,commentary"
1199160,解答,かいとう,"answer,solution"
1199250,解放,かいほう,"release,liberation,emancipation"
1199360,回り道,まわりみち,detour
1199510,回数,かいすう,"number of times,frequency"
1199520,回数券,かいすうけん,book of tickets
1199640,回転,かいてん,"rotation,revolution,turning"
1199680,回答,かいとう,"reply,answer"
1200060,快晴,かいせい,good weather
1200450,悔やむ,くやむ,to mourn
1200490,懐かしい,なつかしい,"dear,desired,missed"
1200740,改めて,あらためて,"another time,again,over again,anew,formally"
1200750,改める,あらためる,"to change,to alter,to reform,to revise"
1200840,改札,かいさつ,examination of tickets
1200930,改正,かいせい,"revision,amendment,alteration"
1201000,改造,かいぞう,"(1) remodeling,(2) modding (comp)"
1201520,海水浴,かいすいよく,"sea bathing,seawater bath"
1201790,海洋,かいよう,ocean
1201970,灰色,はいいろ,"grey,gray,ashen"
1202290,絵の具,えのぐ,"colors,paints"
1202560,開会,かいかい,opening of a meeting
1202850,開通,かいつう,"opening,open"
1202950,開放,かいほう,"open,throw open,liberalization"
1203100,貝,かい,"shell,shellfish"
1203310,外れる,はずれる,"to be disconnected,to get out of place,to be off,to be out (e.g. of gear)"
1203380,外科,げか,surgical department
1204070,外部,がいぶ,"the outside,external"
1204520,概論,がいろん,"intro,outline,general remarks"
1204540,蓋,ふた,"cover,lid,cap"
1204580,街角,まちかど,street corner
1204800,垣根,かきね,hedge
1205010,各自,かくじ,"individual,each"
1205100,各地,かくち,"every place,various places"
1205190,拡充,かくじゅう,expansion
1205220,拡張,かくちょう,"expansion,extension,enlargement,escape (ESC)"
1205490,格別,かくべつ,exceptional
1205740,殻,から,"shell,husk,hull,chaff"
1205950,確率,かくりつ,probability
1206190,角度,かくど,angle
1206360,隔てる,へだてる,to be shut out
1206590,学科,がっか,"study subject,course of study"
1206610,学会,がっかい,"scientific society,academic meeting"
1206680,学級,がっきゅう,grade in school
1206870,学術,がくじゅつ,"science,learning,scholarship"
1207030,学年,がくねん,"year in school,grade in school"
1207080,学部,がくぶ,"department of a university,undergraduate"
1207180,学力,がくりょく,"scholarship,knowledge,literary ability"
1207340,楽器,がっき,musical instrument
1207730,裂く,さく,"to tear,to split"
1208240,括弧,かっこ,"parenthesis,brackets"
1208300,活字,かつじ,printing type
1208450,活躍,かつやく,activity
1208480,活力,かつりょく,"vitality,energy"
1208520,渇く,かわく,to be thirsty
1209080,釜,かま,"iron pot,kettle"
1209580,瓦,かわら,roof tile
1209630,乾かす,かわかす,"to dry (clothes, etc.),to desiccate"
1209920,乾燥,かんそう,"dry,arid,insipid,dehydrated"
1210100,乾電池,かんでんち,"dry cell,battery"
1210460,寒帯,かんたい,frigid zone
1210620,勘違い,かんちがい,"misunderstanding,wrong guess"
1211200,巻く,まく,"to wind,to coil,to roll"
1211380,,やかましい,"(1) noisy,(2) strict,fussy"
1211730,官庁,かんちょう,"government office,authorities"
1212360,感激,かんげき,"deep emotion,impression,inspiration"
1212480,感想,かんそう,"impressions,thoughts"
1212670,馴れる,なれる,"to become domesticated,to become tame"
1212780,換気,かんき,ventilation
1213260,漢和,かんわ,Chinese Character-Japanese (e.g. dictionary)
1213470,甘やかす,あまやかす,"to pamper,to spoil"
1213990,看板,かんばん,"sign,signboard,doorplate,poster"
1214030,看病,かんびょう,nursing (a patient)
1214410,緩い,ゆるい,"loose,lenient,slow"
1214560,缶詰,かんづめ,"packing (in cans),canning,canned goods,tin can"
1214980,観測,かんそく,observation
1215010,観念,かんねん,"(1) idea,notion,conception,(2) sense (e.g. of duty)"
1215200,鑑賞,かんしょう,appreciation
1215290,間も無く,まもなく,"soon,before long,in a short time"
1215380,間隔,かんかく,"space,interval,SPC"
1215520,間接,かんせつ,"indirection,indirectness"
1215910,関西,かんさい,""
1216010,関東,かんとう,"eastern half of Japan, including Tokyo"
1216890,含める,ふくめる,"to include,to instruct,to make one understand"
1218360,危うい,あやうい,"dangerous,critical,grave"
1218760,慶ぶ,よろこぶ,""
1218920,器具,きぐ,utensil
1219060,基礎,きそ,"foundation,basis"
1219110,基地,きち,base
1219170,基盤,きばん,"foundation,basis"
1219560,寄せる,よせる,"to collect,to gather,to add,to put aside"
1220060,幾分,いくぶん,somewhat
1220560,期限,きげん,"term,period"
1220810,器械,きかい,instrument
1220880,機関車,きかんしゃ,"locomotive,engine"
1221240,帰す,かえす,to send back
1221880,気圧,きあつ,atmospheric pressure
1222460,気体,きたい,"vapour,gas"
1222510,気配,けはい,"indication,market trend,worry"
1223120,規律,きりつ,"order,rules,law"
1223210,記号,きごう,"symbol,code"
1223820,起床,きしょう,"rising,getting out of bed"
1224080,飢える,うえる,to starve
1224700,儀式,ぎしき,"ceremony,rite,ritual,service"
1226480,詰まる,つまる,"to be blocked,to be packed"
1226610,却って,かえって,"on the contrary,rather,all the more,instead"
1226710,客間,きゃくま,"parlor,guest room"
1226760,客席,きゃくせき,guest seating
1226970,逆さ,さかさ,"reverse,inversion,upside down"
1227700,休業,きゅうぎょう,"closed (e.g. store),business suspended,shutdown,holiday"
1227780,休講,きゅうこう,lecture cancelled
1227940,休息,きゅうそく,"rest,relief,relaxation"
1228100,休養,きゅうよう,"rest,break,recreation"
1229610,汲む,くむ,"(1) to draw (water),to dip,to scoop,to pump"
1230350,給与,きゅうよ,"allowance,grant,supply"
1232930,,のこぎり,saw
1232990,漁業,ぎょぎょう,fishing (industry)
1233010,漁師,りょうし,fisherman
1234210,競馬,けいば,horse racing
1235960,境界,きょうかい,boundary
1236170,強引,ごういん,"overbearing,coercive,pushy,forcible,high-handed"
1236200,強化,きょうか,"strengthen,intensify,reinforce,solidify"
1236230,強気,つよき,"firm,strong"
1236740,恐縮,きょうしゅく,"shame,very kind of you,sorry to trouble"
1236840,挟まる,はさまる,"to get between,to be caught in"
1236940,教わる,おそわる,to be taught
1237370,教養,きょうよう,"culture,education,refinement,cultivation"
1238460,蕎麦,そば,soba (buckwheat noodles)
1238610,響く,ひびく,to resound
1238650,驚かす,おどろかす,"to surprise,to frighten,to create a stir"
1239740,曲げる,まげる,"to bend,to crook,to lean"
1239970,曲線,きょくせん,curve
1240820,努める,つとめる,"(1) to serve,to fill a post,to serve under,to work (for)"
1240825,務める,つとめる,"(1) to serve,to fill a post,to serve under,to work (for)"
1241450,琴,こと,Koto (Japanese harp)
1242230,近寄る,ちかよる,"to approach,to draw near"
1242520,近付ける,ちかづける,"to bring near,to put close,to let come near,to associate with"
1242750,金魚,きんぎょ,goldfish
1244050,句読点,くとうてん,punctuation marks
1244090,区域,くいき,"limits,boundary,domain,zone,sphere,territory"
1244230,区分,くぶん,"division,section,classification"
1244520,苦情,くじょう,"complaint,troubles,objection"
1244530,苦心,くしん,"pain,trouble"
1244960,具える,そなえる,to be furnished with
1245380,空っぽ,からっぽ,"empty,vacant,hollow"
1245730,空想,くうそう,"daydream,fantasy,fancy,vision"
1245790,空中,くうちゅう,"sky,air"
1246250,偶数,ぐうすう,even number
1246490,櫛,くし,comb
1246510,屑,くず,"waste,scrap"
1246690,掘る,ほる,"to dig,to excavate"
1247510,群れ,むれ,"group,crowd,flock,herd"
1249230,郡,ぐん,"country,district"
1250310,形式,けいしき,"form,formality,format,math expression"
1250430,形容詞,けいようし,true adjective
1250450,形容動詞,けいようどうし,"adjectival noun,quasi-adjective"
1250700,敬う,うやまう,"to show respect,to honour"
1250750,敬語,けいご,"honorific,term of respect"
1250990,稽古,けいこ,"practice,training,study"
1251030,系統,けいとう,"system,family line,geological formation"
1251630,経度,けいど,longitude
1251810,継続,けいぞく,continuation
1251870,繋がり,つながり,"connection,link,relationship"
1251880,繋がる,つながる,"to be tied together,to be connected to,to be related to"
1251910,繋げる,つなげる,to connect
1252490,警備,けいび,"defense,guard,policing,security"
1253130,芸能,げいのう,"public entertainment,accomplishments,attainments"
1253690,激増,げきぞう,sudden increase
1253790,隙間,すきま,"crevice,crack,gap,opening"
1253800,桁,けた,"column,beam,digit"
1253840,傑作,けっさく,"masterpiece,best work,boner,blunder"
1254010,欠伸,あくび,yawn
1255110,血圧,けつあつ,blood pressure
1255120,血液,けつえき,blood
1255560,月給,げっきゅう,monthly salary
1255780,月日,つきひ,"time,years,days"
1255840,月末,げつまつ,end of the month
1256520,兼ねる,かねる,"to hold (position),to serve,to be unable"
1258500,献立,こんだて,"menu,program,schedule"
1258660,研修,けんしゅう,training
1258880,県庁,けんちょう,prefectural office
1259250,,みっともない,"shameful,indecent"
1259370,見下ろす,みおろす,"to overlook,to command a view of,to look down on something"
1259440,見学,けんがく,"inspection,study by observation,field trip"
1259710,見出し,みだし,"heading,caption,subtitle,index"
1259830,見送る,みおくる,"(1) to see off,to farewell,(2) to escort,(3) to let pass"
1259900,見直す,みなおす,"to look again,to get a better opinion of"
1259990,見舞う,みまう,"to ask after (health),to visit"
1260100,見本,みほん,sample
1260190,謙虚,けんきょ,"modesty,humility"
1260240,謙遜,けんそん,"humble,humility,modesty"
1260530,険しい,けわしい,"inaccessible place,sharp eyes"
1260660,顕微鏡,けんびきょう,microscope
1261340,原稿,げんこう,"manuscript,copy"
1261470,原産,げんさん,"place of origin,habitat"
1261500,原始,げんし,"origin,primeval"
1262460,原理,げんり,"principle,theory,fundamental truth"
1262490,原料,げんりょう,raw materials
1262660,厳重,げんじゅう,"strict,rigour,severe,firm"
1263500,現に,げんに,"actually,really"
1264080,言い出す,いいだす,"to start talking,to speak,to tell,to propose,to suggest,to break the ice"
1264230,言い付ける,いいつける,"to tell,to tell on (someone),to order"
1264560,言葉遣い,ことばづかい,"speech,expression,wording"
1264690,限度,げんど,"limit,bounds"
1264980,個体,こたい,an individual
1265860,古典,こてん,"old book,classics,classic"
1266280,呼び掛ける,よびかける,"to call out to,to accost,to address (crowd),to appeal"
1266350,呼び出す,よびだす,"to summon,to call (e.g. phone)"
1266550,固まる,かたまる,"to harden,to solidify,to become firm,to become certain"
1267050,戸棚,とだな,"cupboard,locker,closet,wardrobe"
1267220,枯れる,かれる,"to wither,to die (plant),to be blasted (plant)"
1267400,糊,のり,"paste,starch"
1267600,胡椒,こしょう,pepper
1267830,,またぐ,to straddle
1268300,五十音,ごじゅうおん,the Japanese syllabary
1269140,,くれぐれも,"repeatedly,sincerely,earnestly"
1269290,娯楽,ごらく,"pleasure,amusement"
1270010,後輩,こうはい,junior (at work or school)
1270220,,おかげさまで,"Thanks to god,thanks to you"
1270520,,ごちそうさま,feast
1270530,御中,おんちゅう,"and Company,Messrs."
1270650,御無沙汰,ごぶさた,not writing or contacting for a while
1270670,御免,ごめん,"your pardon,declining (something),dismissal,permission"
1270690,,ごめんください,May I come in?
1270760,御覧,ごらん,"(hon) look,inspection,try"
1270870,碁,ご,Go (board game of capturing territory)
1271970,交差,こうさ,cross
1272320,交通機関,こうつうきかん,transportation facilities
1272580,交流,こうりゅう,"alternating current,intercourse,(cultural) exchange,intermingling"
1273030,光線,こうせん,"beam,light ray"
1273420,公害,こうがい,"public nuisance,pollution"
1273510,公共,こうきょう,"public,community,public service,society,communal"
1273820,公式,こうしき,"formula,formality,official"
1273900,公衆,こうしゅう,the public
1274120,公正,こうせい,"justice,fairness,impartiality"
1274550,公表,こうひょう,"official announcement,proclamation"
1274810,公務,こうむ,"official business,public business"
1275070,功績,こうせき,"achievements,merit,meritorious service,meritorious deed"
1275250,効力,こうりょく,"effect,efficacy,validity,potency"
1275330,厚かましい,あつかましい,"impudent,shameless,brazen"
1276110,口紅,くちべに,lipstick
1276220,口実,こうじつ,excuse
1277460,好き嫌い,すききらい,"likes and dislikes,taste"
1277880,孝行,こうこう,filial piety
1277980,工員,こういん,factory worker
1278090,工芸,こうげい,industrial arts
1278130,工事,こうじ,construction work
1278220,工夫,くふう,"labourer,worker"
1278440,広さ,ひろさ,extent
1278460,広める,ひろめる,"to broaden,to propagate"
1278590,広場,ひろば,plaza
1278810,,あわただしい,"busy,hurried,confused,flurried"
1278830,,あわてる,to become confused
1279130,攻める,せめる,"to attack,to assault"
1279290,更ける,ふける,"to get late,to advance,to wear on"
1279540,校舎,こうしゃ,school building
1279600,校庭,こうてい,campus
1279790,構造,こうぞう,"structure,construction"
1280880,綱,つな,rope
1280950,耕す,たがやす,"to till,to plow,to cultivate"
1280990,耕地,こうち,arable land
1281180,肯定,こうてい,"positive,affirmation"
1281450,荒い,あらい,"rough,rude,wild"
1281930,行事,ぎょうじ,"event,function"
1282000,,いきなり,"(uk) abruptly,suddenly,all of a sudden,without warning"
1282220,行列,ぎょうれつ,"(1) line,procession,(2) matrix (math)"
1282280,講師,こうし,lecturer
1282650,鉱物,こうぶつ,mineral
1283000,項目,こうもく,item
1283060,香水,こうすい,perfume
1283240,高める,たかめる,"to raise,to lift,to boost"
1283400,高級,こうきゅう,"high class,high grade"
1283690,高層,こうそう,upper
1283830,高度,こうど,"altitude,height,advanced"
1283850,高等,こうとう,"high class,high grade"
1285140,合同,ごうどう,"combination,incorporation,union,amalgamation"
1285330,合理,ごうり,rational
1285390,合流,ごうりゅう,"confluence,union,linking up,merge"
1285890,刻む,きざむ,"to mince,to carve,to engrave"
1286160,国王,こくおう,king
1286780,国籍,こくせき,nationality
1287180,国立,こくりつ,national
1288350,腰掛ける,こしかける,to sit (down)
1288370,腰掛け,こしかけ,"seat,bench"
1288480,,たちまち,"at once,in a moment,suddenly,all at once"
1289480,,こんばんは,good evening
1289740,恨み,うらみ,resentment
1289780,恨む,うらむ,"to curse,to feel bitter"
1290310,交ぜる,まぜる,"to be mixed,to be blended with"
1290310,混ぜる,まぜる,"to mix,to stir"
1290360,混合,こんごう,"mixing,mixture"
1290590,紺,こん,"navy blue,deep blue"
1291050,,さようなら,good-bye
1291090,差し引き,さしひき,"deduction,subtraction,balance,ebb and flow,rise and fall"
1291980,座布団,ざぶとん,cushion (Japanese)
1291990,座敷,ざしき,tatami room
1292140,催し,もよおし,"event,festivities,function"
1292200,催促,さいそく,"request,demand,claim,urge (action),press for"
1292760,再三,さいさん,"again and again,repeatedly"
1293640,再来月,さらいげつ,month after next
1293650,再来週,さらいしゅう,week after next
1293660,再来年,さらいねん,year after next
1294850,採点,さいてん,"marking,grading,looking over"
1295110,災難,さいなん,"calamity,misfortune"
1295170,砕く,くだく,"to break,to smash"
1295190,砕ける,くだける,"to break,to be broken"
1295250,祭る,まつる,"to deify,to enshrine"
1295310,祭日,さいじつ,"national holiday,festival day"
1296200,裁縫,さいほう,sewing
1296400,在る,ある,"to live,to be"
1296440,在学,ざいがく,(enrolled) in school
1296660,材木,ざいもく,"lumber,timber"
1297710,作者,さくしゃ,"author,authoress"
1297760,作成,さくせい,"frame,draw up,make,producing"
1297790,作製,さくせい,manufacture
1298090,削る,けずる,"to cut down little by little,to take a percentage"
1298120,削除,さくじょ,"elimination,cancellation,deletion,erasure"
1298320,索引,さくいん,"index,indices"
1298670,刷る,する,to print
1298800,撮影,さつえい,photographing
1298910,擦る,こする,"to rub,to chafe,to file,to frost (glass),to strike (match)"
1299280,雑音,ざつおん,"noise (jarring, grating)"
1299370,雑巾,ぞうきん,"house-cloth,dust cloth"
1299640,錆びる,さびる,"to rust,to become rusty"
1299970,三角,さんかく,"triangle,triangular"
1301340,三日月,みかづき,"new moon,crescent moon"
1303230,山林,さんりん,"mountain forest,mountains and forest"
1303280,,みじめ,"(arch) sad,pitiful,wretched"
1303400,撒く,まく,"to scatter,to sprinkle,to sow"
1303420,散らかす,ちらかす,"to scatter around,to leave untidy"
1303430,散らかる,ちらかる,"to be in disorder,to lie scattered around"
1303460,散らす,ちらす,"to scatter,to disperse,to distribute"
1303490,散る,ちる,"to fall,to scatter (e.g. blossoms)"
1303820,産地,さんち,producing area
1303930,算数,さんすう,arithmetic
1304280,,すっぱい,"sour,acid"
1304330,酸性,さんせい,acidity
1304400,斬る,きる,"(v5r) to behead,to murder"
1305130,仕上がる,しあがる,to be finished
1305510,,しょうがない,""
